blueWardsPlaced,blueWardsDestroyed,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled,Wins,WardsPlaced,WardsDestroyed,Kills,Deaths,Assists,Dragons,Heralds,TowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled
60,1,6,8,6,0,0,0,228,53,16,1,8,6,7,1,1,0,252,64,lose,1,1,0,1,0,0,0,1,0,0
26,3,10,6,10,0,0,0,230,67,12,0,6,10,3,1,0,0,181,45,win,1,1,1,0,1,0,1,1,1,1
16,0,3,4,4,0,0,0,241,42,38,5,4,3,4,0,0,0,232,45,lose,0,0,0,1,1,1,1,1,1,0
14,1,8,7,7,1,0,0,203,66,14,0,7,8,8,0,0,0,225,49,win,1,1,1,0,0,1,1,1,0,1
14,2,5,7,1,0,1,0,240,57,14,0,7,5,5,1,0,0,223,65,win,1,1,0,1,0,0,1,1,1,0
37,4,3,4,3,0,0,0,227,46,18,2,4,3,4,0,0,0,252,54,lose,1,1,0,1,0,1,1,1,0,0
14,2,4,9,4,0,0,0,197,50,20,3,9,4,10,1,0,0,224,74,lose,0,0,0,1,0,0,1,1,0,0
13,7,11,10,20,0,1,0,172,41,45,1,10,11,10,1,0,0,207,48,lose,0,1,1,0,1,0,1,1,0,0
21,4,8,7,9,0,0,0,193,50,16,4,7,8,2,0,0,0,207,44,win,1,1,1,0,1,1,1,1,0,1
13,5,5,6,5,0,0,0,218,39,20,6,6,5,12,0,0,0,250,47,lose,0,0,0,1,0,1,1,1,0,0
13,1,4,12,4,0,0,0,166,45,77,4,12,4,14,0,1,1,234,44,lose,0,0,0,1,0,1,0,0,0,1
14,0,7,10,8,1,0,0,225,77,14,1,10,7,8,0,1,0,202,38,win,1,0,0,1,1,1,0,1,1,1
18,3,7,3,6,1,1,0,237,56,16,4,3,7,4,0,0,0,237,43,win,1,0,1,0,1,1,1,1,1,1
20,2,11,7,12,0,0,0,187,42,16,1,7,11,8,1,0,0,187,62,win,1,1,1,0,1,0,1,1,1,0
15,1,3,7,5,0,1,1,244,53,18,0,7,3,14,1,0,0,195,60,win,0,1,0,1,0,0,1,1,1,0
16,3,2,4,2,0,0,0,235,47,14,1,4,2,5,0,0,0,211,52,lose,1,1,0,1,0,1,1,1,1,0
21,3,9,7,13,0,0,0,201,59,20,3,7,9,7,1,0,0,195,52,win,1,1,1,0,1,0,1,1,1,1
88,4,8,4,4,1,0,0,246,48,14,1,4,8,6,0,0,0,212,68,win,1,1,1,0,0,1,1,1,1,0
14,4,4,4,5,1,1,0,220,70,16,1,4,4,6,0,0,0,228,56,win,0,1,1,1,0,1,1,1,0,1
13,0,3,8,2,0,0,0,209,50,16,1,8,3,10,0,1,0,222,60,lose,0,0,0,1,0,1,0,1,0,0
11,2,11,2,9,1,1,0,236,52,14,2,2,11,2,0,0,0,241,68,lose,0,1,1,0,1,1,1,1,0,0
14,1,4,5,3,0,0,0,199,50,17,1,5,4,5,0,0,0,235,48,lose,0,1,0,1,0,1,1,1,0,1
17,2,8,5,8,0,0,0,229,32,14,2,5,8,5,1,0,0,201,55,lose,1,1,1,0,1,0,1,1,1,0
13,2,3,2,5,0,1,0,227,67,54,3,2,3,1,1,0,0,238,84,lose,0,0,1,0,1,0,1,1,0,0
18,8,6,11,9,0,0,0,232,37,20,5,11,6,18,1,0,0,230,50,lose,0,1,0,1,0,0,1,1,1,0
11,4,18,13,6,0,0,1,236,44,166,0,13,18,16,0,0,0,154,31,win,0,1,1,0,0,1,1,1,1,1
20,1,9,9,10,1,0,0,228,37,18,4,9,9,11,0,1,0,207,45,win,1,0,1,1,0,1,0,1,1,0
16,3,9,8,11,1,1,0,202,46,75,4,8,9,8,0,0,0,219,48,win,0,0,1,0,1,1,1,1,0,0
17,2,7,5,8,0,0,0,218,52,15,3,5,7,4,0,0,0,244,48,lose,1,0,1,0,1,1,1,1,0,1
16,3,5,4,6,0,0,0,233,53,39,3,4,5,5,1,0,0,228,40,win,0,1,1,0,1,0,1,1,1,1
16,1,2,11,2,0,0,0,180,44,13,2,11,2,12,0,1,1,193,55,lose,1,0,0,1,0,1,0,0,0,0
14,0,8,11,9,1,0,0,190,35,38,4,11,8,19,0,0,0,228,40,lose,0,0,0,1,0,1,1,1,0,0
13,2,3,1,4,0,0,0,279,58,19,4,1,3,0,1,0,0,226,53,win,0,0,1,0,1,0,1,1,1,1
18,1,9,5,6,1,0,0,235,56,18,8,5,9,3,0,0,0,222,44,lose,1,0,1,0,1,1,1,1,1,1
16,2,6,7,10,1,0,0,229,57,12,0,7,6,5,0,0,0,182,51,lose,1,1,0,1,1,1,1,1,1,1
15,7,11,7,7,0,0,0,233,60,18,3,7,11,6,1,0,0,215,47,lose,0,1,1,0,1,0,1,1,1,1
14,3,5,3,4,0,0,0,211,52,17,1,3,5,5,1,0,0,238,48,lose,0,1,1,0,0,0,1,1,0,1
14,3,2,9,2,0,0,0,180,51,16,1,9,2,12,1,0,0,242,47,lose,0,1,0,1,0,0,1,1,0,1
37,3,0,5,0,0,0,0,202,43,17,4,5,0,4,0,1,0,272,48,lose,1,0,0,1,0,1,0,1,0,0
13,1,3,6,1,0,0,0,219,48,15,4,6,3,6,0,0,0,249,54,lose,0,0,0,1,0,1,1,1,0,0
18,2,7,8,5,1,0,0,244,49,25,3,8,7,10,0,0,1,204,49,win,0,0,0,1,0,1,1,0,1,1
25,4,11,6,12,0,0,0,189,60,20,1,6,11,8,1,0,0,211,48,win,1,1,1,0,1,0,1,1,0,1
17,3,17,5,16,1,0,0,199,40,16,2,5,17,5,0,0,0,165,61,win,1,1,1,0,1,1,1,1,1,0
18,2,5,5,5,0,0,0,193,49,14,1,5,5,4,1,0,0,207,76,win,1,1,1,1,1,0,1,1,0,0
20,5,11,3,12,1,0,0,224,51,17,3,3,11,2,0,0,0,222,44,win,1,1,1,0,1,1,1,1,1,1
10,0,7,3,3,1,0,0,237,65,11,2,3,7,3,0,0,0,173,43,win,0,0,1,0,1,1,1,1,1,1
19,1,11,6,15,1,0,0,195,52,14,2,6,11,7,0,0,0,198,52,win,1,0,1,0,1,1,1,1,0,1
16,11,6,7,3,1,0,0,228,48,43,9,7,6,8,0,0,0,208,42,lose,0,1,0,1,0,1,1,1,1,1
17,5,4,2,2,1,1,0,228,40,17,5,2,4,1,0,0,0,192,69,win,1,1,1,0,1,1,1,1,1,0
14,1,8,7,9,0,0,0,208,77,23,3,7,8,12,1,0,0,221,42,win,0,0,1,0,0,0,1,1,0,1
43,4,7,0,15,1,1,0,240,53,30,5,0,7,0,0,0,0,238,53,win,1,0,1,0,1,1,1,1,1,1
17,7,8,9,13,1,0,0,224,41,22,2,9,8,10,0,0,0,205,36,lose,0,1,0,1,1,1,1,1,1,1
15,2,7,4,7,1,1,0,256,61,15,1,4,7,4,0,0,0,224,36,win,1,1,1,0,1,1,1,1,1,1
13,7,4,6,1,0,1,0,192,48,15,0,6,4,10,0,0,0,219,43,lose,0,1,0,1,0,1,1,1,0,1
17,4,4,8,3,1,0,0,222,59,18,3,8,4,11,0,0,1,232,60,lose,0,1,0,1,0,1,1,0,0,0
24,7,12,12,17,0,1,1,188,36,18,3,12,12,23,0,0,1,222,56,lose,1,1,1,1,0,1,1,1,0,0
16,2,7,4,8,1,0,0,255,58,16,2,4,7,4,0,1,0,234,49,lose,1,1,1,0,1,1,0,1,1,1
12,2,3,11,4,0,0,0,197,63,16,3,11,3,7,1,0,0,241,56,lose,0,0,0,1,0,0,1,1,0,1
18,3,5,6,2,0,0,0,231,39,16,3,6,5,6,1,0,0,217,50,win,1,1,0,1,0,0,1,1,1,0
14,1,9,5,11,0,1,1,231,42,40,1,5,9,7,0,0,0,194,44,lose,0,1,1,0,1,1,1,1,1,0
26,1,2,3,4,0,0,0,253,64,14,3,3,2,3,1,0,0,230,68,lose,1,0,0,1,1,0,1,1,1,0
13,4,9,5,8,0,0,0,232,36,16,2,5,9,4,1,0,0,194,49,lose,0,1,1,0,1,0,1,1,1,0
13,2,3,6,1,1,0,0,210,54,19,0,6,3,6,0,1,0,198,66,lose,0,1,0,1,0,1,0,1,1,0
18,2,4,3,2,0,1,0,250,48,18,2,3,4,1,1,0,0,221,60,win,1,1,1,0,1,0,1,1,1,0
17,3,7,7,8,0,1,0,193,68,14,2,7,7,9,1,0,0,221,56,lose,1,1,1,1,0,0,1,1,0,1
15,2,11,11,13,0,0,0,198,49,39,2,11,11,10,1,0,1,211,36,lose,0,1,1,1,1,0,1,0,0,1
16,2,6,5,4,1,0,0,251,64,61,1,5,6,5,0,1,0,220,44,lose,0,1,1,0,0,1,0,1,1,1
12,3,3,8,3,1,0,0,220,55,70,1,8,3,9,0,1,0,217,52,lose,0,1,0,1,0,1,0,1,1,1
17,3,5,5,6,1,0,0,238,46,15,3,5,5,3,0,0,0,242,44,win,1,1,1,1,1,1,1,1,0,1
9,0,2,5,3,1,0,0,231,61,14,2,5,2,3,0,0,1,263,65,lose,0,0,0,1,1,1,1,0,0,0
12,5,7,4,8,0,0,0,238,58,19,2,4,7,4,0,0,0,191,44,lose,0,1,1,0,1,1,1,1,1,1
16,0,4,8,5,0,0,0,205,44,11,5,8,4,13,1,0,0,254,54,lose,1,0,0,1,0,0,1,1,0,0
17,3,7,10,5,0,0,0,169,52,17,5,10,7,11,1,0,0,181,52,lose,1,0,0,1,0,0,1,1,0,1
20,4,11,7,8,0,0,0,212,43,18,5,7,11,7,0,1,0,209,49,lose,1,0,1,0,1,1,0,1,1,0
24,3,3,3,5,0,0,0,259,52,15,1,3,3,4,1,0,0,262,56,win,1,1,1,1,1,0,1,1,0,0
12,3,11,14,8,0,0,0,198,48,12,0,14,11,14,1,0,0,186,43,lose,1,1,0,1,0,0,1,1,1,1
34,5,2,7,2,0,0,0,230,60,20,3,7,2,7,1,0,0,209,71,win,1,1,0,1,0,0,1,1,1,0
13,5,7,9,6,0,1,0,216,56,20,2,9,7,10,1,0,0,200,44,win,0,1,0,1,0,0,1,1,1,1
20,4,7,5,8,0,0,0,198,40,19,8,5,7,9,1,0,0,198,46,win,1,0,1,0,0,0,1,1,1,0
14,0,6,7,9,0,0,0,187,50,14,1,7,6,7,0,0,0,248,60,lose,1,0,0,1,1,1,1,1,0,0
15,3,5,9,8,0,0,0,197,40,16,2,9,5,11,1,0,0,232,44,lose,0,1,0,1,0,0,1,1,0,0
23,5,6,7,7,0,0,0,221,49,18,4,7,6,11,1,0,0,216,60,lose,1,1,0,1,0,0,1,1,1,0
11,3,8,8,7,0,1,0,214,51,14,1,8,8,6,1,0,0,204,51,lose,0,1,1,1,1,0,1,1,1,1
17,2,3,4,4,1,0,0,222,80,15,3,4,3,2,0,0,0,240,56,lose,1,0,0,1,1,1,1,1,0,1
16,6,4,9,8,1,0,0,225,60,20,1,9,4,8,0,0,0,239,45,win,0,1,0,1,1,1,1,1,0,1
24,2,6,5,9,1,0,0,184,43,17,1,5,6,4,0,0,0,231,50,win,1,1,1,0,1,1,1,1,0,0
15,4,8,11,7,0,0,0,229,48,14,4,11,8,14,0,1,0,247,32,lose,1,1,0,1,0,1,0,1,0,1
20,5,8,2,9,1,1,0,262,52,16,7,2,8,0,0,0,0,208,58,win,1,0,1,0,1,1,1,1,1,0
18,3,6,1,5,1,1,2,248,48,13,2,1,6,0,0,0,0,214,53,win,1,1,1,0,1,1,1,1,1,0
13,2,4,4,5,0,0,0,225,46,14,5,4,4,3,1,0,0,229,54,lose,0,0,1,1,1,0,1,1,0,0
18,7,7,8,3,0,0,0,206,42,18,5,8,7,7,1,0,0,186,44,win,1,1,0,1,0,0,1,1,1,0
15,4,1,4,2,1,0,0,216,60,78,1,4,1,5,0,0,0,260,80,lose,0,1,0,1,0,1,1,1,0,0
15,3,7,5,8,0,0,0,217,35,19,3,5,7,5,1,0,0,217,60,win,0,1,1,0,1,0,1,1,1,0
15,1,4,9,6,0,1,0,189,46,24,4,9,4,7,0,0,0,247,43,lose,0,0,0,1,0,1,1,1,0,1
21,3,5,2,4,0,0,0,245,53,37,6,2,5,2,0,0,0,236,54,win,0,0,1,0,1,1,1,1,1,0
14,5,6,6,7,0,0,0,223,56,33,1,6,6,8,1,0,0,229,43,win,0,1,1,1,0,0,1,1,0,1
14,4,4,8,3,0,1,0,226,50,42,1,8,4,11,1,0,0,236,56,lose,0,1,0,1,0,0,1,1,0,0
15,3,5,6,4,0,0,0,254,63,12,2,6,5,7,0,0,0,214,48,win,1,1,0,1,0,1,1,1,1,1
23,6,10,6,13,0,0,0,220,61,20,2,6,10,8,1,1,0,210,43,win,1,1,1,0,1,0,0,1,1,1
16,2,4,11,2,1,1,0,188,59,20,1,11,4,20,0,0,0,201,45,lose,0,1,0,1,0,1,1,1,0,1
13,0,6,9,5,1,0,0,191,44,15,2,9,6,5,0,0,0,213,40,lose,0,0,0,1,1,1,1,1,0,1
21,4,6,12,3,1,0,0,208,47,15,4,12,6,20,0,0,0,208,48,lose,1,1,0,1,0,1,1,1,1,0
19,5,2,4,2,0,0,0,225,60,72,4,4,2,3,1,0,0,218,60,win,0,1,0,1,0,0,1,1,1,1
19,2,4,7,5,0,1,0,211,40,15,5,7,4,6,1,0,0,209,52,lose,1,0,0,1,0,0,1,1,1,0
18,4,8,8,12,1,0,0,214,43,16,4,8,8,9,0,1,0,235,60,lose,1,1,1,1,1,1,0,1,0,0
63,6,9,4,5,0,0,0,238,52,23,18,4,9,6,0,0,0,192,44,lose,1,0,1,0,0,1,1,1,1,1
21,3,5,3,8,1,0,0,247,39,11,1,3,5,1,0,0,0,193,60,win,1,1,1,0,1,1,1,1,1,0
17,0,6,1,8,1,0,0,250,55,13,4,1,6,1,0,1,0,199,48,lose,1,0,1,0,1,1,0,1,1,1
16,3,7,7,7,1,1,0,222,48,12,2,7,7,7,0,0,0,182,58,win,1,1,1,1,1,1,1,1,1,0
14,4,2,11,4,0,0,0,232,52,17,4,11,2,19,1,0,0,195,56,lose,0,1,0,1,0,0,1,1,1,0
20,3,9,8,11,1,0,0,211,48,16,4,8,9,10,0,0,0,210,50,lose,1,0,1,0,1,1,1,1,1,0
14,4,8,3,8,0,0,0,250,40,12,0,3,8,4,0,0,0,194,60,win,1,1,1,0,1,1,1,1,1,0
15,3,5,2,6,1,0,0,231,56,16,1,2,5,2,0,0,0,179,52,win,0,1,1,0,1,1,1,1,1,1
14,3,5,5,5,1,0,0,247,60,18,0,5,5,5,0,0,0,228,54,lose,0,1,1,1,1,1,1,1,1,1
17,1,3,4,4,0,0,0,233,59,16,0,4,3,4,0,0,0,236,64,lose,1,1,0,1,1,1,1,1,0,0
87,3,7,3,10,1,1,0,212,56,16,2,3,7,3,0,0,0,246,56,lose,1,1,1,0,1,1,1,1,0,1
16,4,4,5,2,0,0,0,204,49,16,4,5,4,7,0,1,0,214,57,win,1,1,0,1,0,1,0,1,0,0
19,2,9,7,19,0,0,0,226,44,18,2,7,9,8,1,0,0,214,56,win,1,1,1,0,1,0,1,1,1,0
19,3,10,7,9,0,1,0,186,49,16,2,7,10,4,1,0,0,186,57,lose,1,1,1,0,1,0,1,1,1,0
15,1,9,8,9,0,0,0,199,36,17,1,8,9,6,1,0,0,225,48,win,0,1,1,0,1,0,1,1,0,0
25,3,8,5,9,1,0,0,233,43,16,3,5,8,11,0,0,0,192,48,win,1,1,1,0,0,1,1,1,1,0
17,5,11,7,12,0,0,0,243,49,17,2,7,11,9,0,0,0,164,44,win,1,1,1,0,1,1,1,1,1,1
17,4,7,8,8,1,0,0,230,28,15,1,8,7,7,0,1,0,225,68,win,1,1,0,1,1,1,0,1,1,0
18,5,6,8,8,0,0,0,226,43,19,4,8,6,11,1,0,0,233,56,lose,0,1,0,1,0,0,1,1,0,0
16,3,9,9,10,1,0,0,212,40,21,3,9,9,10,0,0,0,196,32,lose,0,1,1,1,1,1,1,1,1,1
15,18,4,4,6,0,0,0,215,41,41,0,4,4,1,0,0,0,225,63,lose,0,1,1,1,1,1,1,1,0,0
16,1,7,6,8,0,0,0,244,56,14,3,6,7,10,1,0,0,216,60,win,1,0,1,0,0,0,1,1,1,0
18,2,3,5,4,0,0,0,201,41,37,2,5,3,4,1,0,0,230,67,lose,0,1,0,1,1,0,1,1,0,0
19,2,4,6,4,0,1,0,229,46,20,2,6,4,6,0,0,0,240,51,win,0,1,0,1,0,1,1,1,0,0
20,4,7,3,8,1,0,0,215,52,18,2,3,7,5,0,1,1,213,46,lose,1,1,1,0,1,1,0,0,1,1
17,2,3,4,6,1,0,0,218,37,40,4,4,3,4,0,1,0,253,51,lose,0,0,0,1,1,1,0,1,0,0
40,3,1,7,1,0,0,0,171,52,18,3,7,1,12,1,1,0,230,51,lose,1,1,0,1,0,0,0,1,0,1
23,1,3,7,3,0,0,0,234,52,18,4,7,3,15,1,0,0,191,54,win,1,0,0,1,0,0,1,1,1,0
15,1,6,5,4,0,0,0,226,52,13,2,5,6,9,0,0,0,226,45,lose,1,0,1,0,0,1,1,1,1,1
55,4,1,14,1,1,0,0,180,39,15,1,14,1,10,0,0,0,227,57,lose,1,1,0,1,0,1,1,1,0,0
13,0,9,9,7,1,0,0,206,56,16,1,9,9,13,0,0,0,225,60,lose,0,0,1,1,0,1,1,1,0,0
14,9,8,4,6,0,1,0,232,39,23,4,4,8,3,0,0,0,240,55,win,0,1,1,0,1,1,1,1,0,0
12,2,3,12,4,0,0,0,178,36,15,3,12,3,16,1,0,0,228,48,lose,0,0,0,1,0,0,1,1,0,0
20,1,6,6,5,0,0,0,228,44,13,3,6,6,6,0,0,0,227,40,win,1,0,1,1,0,1,1,1,1,1
14,2,4,2,9,0,0,0,229,72,14,4,2,4,1,1,1,0,271,48,win,1,0,1,0,1,0,0,1,0,1
17,2,8,5,9,0,0,0,228,52,16,0,5,8,5,0,0,0,201,60,win,1,1,1,0,1,1,1,1,1,0
18,2,3,8,4,0,0,0,201,41,16,1,8,3,8,0,1,0,213,50,lose,1,1,0,1,0,1,0,1,0,0
18,1,5,5,4,0,1,0,244,56,13,2,5,5,5,0,0,0,219,60,win,1,0,1,1,0,1,1,1,1,0
16,2,14,17,18,0,1,0,150,47,13,4,17,14,9,1,0,0,185,60,win,1,0,0,1,1,0,1,1,0,0
16,2,3,5,3,0,0,0,230,55,15,2,5,3,7,1,0,0,243,40,win,1,1,0,1,0,0,1,1,0,1
16,4,0,5,0,0,0,0,246,64,17,1,5,0,6,1,0,0,248,60,lose,0,1,0,1,0,0,1,1,0,1
16,3,4,2,8,1,0,0,259,64,31,0,2,4,3,0,0,0,249,44,win,0,1,1,0,1,1,1,1,1,1
12,1,2,5,1,1,0,0,231,53,14,2,5,2,8,0,0,0,250,40,win,0,0,0,1,0,1,1,1,0,1
16,2,5,11,3,1,0,0,213,55,18,6,11,5,14,0,0,0,222,46,lose,0,0,0,1,0,1,1,1,0,1
17,1,9,6,11,0,0,0,208,44,13,4,6,9,6,1,0,0,243,68,lose,1,0,1,0,1,0,1,1,0,0
39,3,4,7,4,1,0,0,221,53,17,5,7,4,9,0,0,1,230,60,lose,1,0,0,1,0,1,1,0,0,0
37,8,3,2,2,0,1,0,256,76,20,2,2,3,3,1,0,0,244,56,lose,1,1,1,0,0,0,1,1,1,1
25,7,6,3,6,0,0,0,183,34,17,7,3,6,3,1,0,0,253,54,lose,1,1,1,0,1,0,1,1,0,0
16,5,17,10,25,0,0,1,239,52,14,0,10,17,11,0,0,0,129,26,win,1,1,1,0,1,1,1,1,1,1
19,2,8,3,10,0,1,0,233,58,15,1,3,8,3,1,0,0,196,51,win,1,1,1,0,1,0,1,1,1,1
23,4,5,5,6,1,0,0,223,54,39,7,5,5,5,0,0,0,208,55,lose,0,0,1,1,1,1,1,1,1,0
19,2,8,7,8,0,0,0,233,43,13,5,7,8,11,1,0,0,210,32,win,1,0,1,0,0,0,1,1,1,1
19,3,4,2,6,1,1,1,244,56,39,3,2,4,5,0,0,0,229,77,win,0,1,1,0,1,1,1,1,1,0
16,3,10,9,9,1,0,0,201,35,18,6,9,10,9,0,0,0,208,54,lose,0,0,1,0,1,1,1,1,0,0
18,5,8,6,11,0,1,0,211,64,23,4,6,8,9,1,0,0,215,56,lose,0,1,1,0,1,0,1,1,0,1
12,0,6,9,4,0,1,1,198,48,21,0,9,6,11,1,0,0,216,47,lose,0,1,0,1,0,0,1,1,0,1
15,3,3,5,6,0,0,0,218,39,19,3,5,3,6,1,0,0,236,80,lose,0,1,0,1,1,0,1,1,0,0
23,3,4,7,6,1,0,0,217,43,16,4,7,4,6,0,1,0,240,52,win,1,0,0,1,1,1,0,1,0,0
27,2,5,8,3,0,0,0,177,44,18,5,8,5,14,1,0,0,249,44,lose,1,0,0,1,0,0,1,1,0,1
18,4,9,6,9,1,1,0,226,57,17,6,6,9,7,0,0,0,213,62,lose,1,0,1,0,1,1,1,1,1,0
16,2,9,3,10,1,0,1,254,51,39,0,3,9,4,0,0,0,195,74,win,0,1,1,0,1,1,1,1,1,0
13,1,13,6,13,1,0,1,220,32,12,1,6,13,4,0,0,0,172,44,win,1,1,1,0,1,1,1,1,1,0
19,2,7,5,10,0,0,0,199,45,19,2,5,7,5,0,0,0,170,34,win,1,1,1,0,1,1,1,1,1,1
15,4,8,3,8,1,0,0,233,56,18,2,3,8,2,0,0,0,220,52,win,0,1,1,0,1,1,1,1,1,1
26,2,5,4,8,1,0,0,197,50,21,4,4,5,5,0,1,0,249,49,win,1,0,1,0,1,1,0,1,0,1
13,1,7,5,5,1,1,0,220,52,15,0,5,7,5,0,0,0,225,56,lose,0,1,1,0,1,1,1,1,0,0
16,3,3,3,1,1,0,0,238,52,37,2,3,3,3,0,0,0,203,60,lose,0,1,1,1,0,1,1,1,1,0
17,2,3,5,4,0,0,0,183,38,14,5,5,3,5,0,0,1,245,44,lose,1,0,0,1,0,1,1,0,0,0
16,2,3,4,0,0,0,0,240,48,17,1,4,3,10,1,0,0,206,52,win,0,1,0,1,0,0,1,1,1,0
19,1,3,5,6,0,0,0,229,64,18,1,5,3,10,1,0,0,232,68,lose,1,1,0,1,0,0,1,1,0,0
23,1,2,5,3,1,1,0,224,60,15,5,5,2,5,0,0,0,216,61,win,1,0,0,1,0,1,1,1,1,0
16,1,11,4,18,1,0,0,258,48,12,2,4,11,4,0,1,0,205,68,win,1,0,1,0,1,1,0,1,1,0
17,4,4,4,0,1,0,0,219,54,42,3,4,4,7,0,0,0,224,43,win,0,1,1,1,0,1,1,1,0,1
52,4,4,8,7,1,0,0,190,53,17,3,8,4,11,0,0,0,229,44,lose,1,1,0,1,0,1,1,1,0,1
15,5,9,4,11,1,0,0,209,48,21,4,4,9,8,0,0,0,222,40,lose,0,1,1,0,1,1,1,1,0,1
14,1,4,5,0,1,1,0,218,71,25,2,5,4,9,0,0,0,223,60,win,0,0,0,1,0,1,1,1,0,1
19,5,8,9,9,0,0,0,251,63,38,4,9,8,11,1,0,0,202,60,win,0,1,0,1,0,0,1,1,1,1
16,2,9,4,17,0,0,0,202,52,15,4,4,9,5,1,0,0,222,40,win,1,0,1,0,1,0,1,1,0,1
19,13,3,2,6,0,1,0,212,40,43,4,2,3,1,1,0,0,221,48,lose,0,1,1,0,1,0,1,1,0,0
14,1,8,6,8,0,0,0,215,56,15,1,6,8,9,0,0,0,222,47,win,0,1,1,0,0,1,1,1,0,1
17,5,5,5,7,0,1,0,235,56,24,2,5,5,11,1,0,0,229,59,lose,0,1,1,1,0,0,1,1,1,0
15,1,10,6,10,1,0,0,238,56,14,3,6,10,5,0,0,0,229,56,win,1,0,1,0,1,1,1,1,1,1
18,3,10,9,15,1,0,1,219,55,19,2,9,10,10,0,0,0,207,46,lose,0,1,1,0,1,1,1,1,1,1
13,6,10,11,13,1,0,0,193,35,17,3,11,10,13,0,0,0,219,40,win,0,1,0,1,1,1,1,1,0,0
30,0,6,5,8,0,0,0,219,56,16,2,5,6,7,0,0,0,192,40,lose,1,0,1,0,1,1,1,1,1,1
20,3,3,7,0,0,0,0,170,37,16,6,7,3,10,1,0,0,212,46,lose,1,0,0,1,0,0,1,1,0,0
17,1,5,10,3,0,0,0,210,58,16,2,10,5,12,1,0,0,215,45,lose,1,0,0,1,0,0,1,1,0,1
43,2,5,11,4,1,0,0,179,47,13,2,11,5,11,0,0,0,255,51,lose,1,1,0,1,0,1,1,1,0,0
12,3,7,6,8,0,0,0,211,56,15,2,6,7,9,0,0,0,194,48,lose,0,1,1,0,0,1,1,1,1,1
15,2,9,4,10,0,0,0,254,45,14,0,4,9,6,0,0,0,220,52,win,1,1,1,0,1,1,1,1,1,0
18,1,7,8,9,0,0,0,189,40,14,2,8,7,11,1,1,0,226,72,lose,1,0,0,1,0,0,0,1,0,0
17,6,2,1,1,0,1,0,244,43,22,3,1,2,1,1,0,0,214,42,win,0,1,1,0,1,0,1,1,1,1
16,1,11,5,10,0,0,0,224,41,21,1,5,11,7,0,0,0,215,37,lose,0,1,1,0,1,1,1,1,1,1
14,4,3,10,3,1,0,0,211,58,16,0,10,3,11,0,0,0,209,52,lose,0,1,0,1,0,1,1,1,1,1
16,5,4,5,7,0,0,0,246,44,20,3,5,4,6,1,1,0,241,52,lose,0,1,0,1,1,0,0,1,1,0
15,3,4,9,6,0,0,0,169,41,15,2,9,4,13,0,0,0,223,43,lose,1,1,0,1,0,1,1,1,0,0
16,2,3,2,3,1,0,0,217,68,17,3,2,3,2,0,0,0,240,48,win,0,0,1,0,1,1,1,1,0,1
65,4,3,5,2,0,0,0,221,67,18,3,5,3,8,1,0,0,182,40,lose,1,1,0,1,0,0,1,1,1,1
11,3,9,1,13,0,0,0,251,52,12,1,1,9,0,0,0,0,203,53,win,0,1,1,0,1,1,1,1,1,0
21,3,15,16,10,1,1,0,205,44,80,6,16,15,16,0,0,0,182,44,win,0,0,0,1,0,1,1,1,1,1
12,2,1,7,1,0,0,0,236,54,17,0,7,1,8,0,0,0,194,48,lose,0,1,0,1,0,1,1,1,1,1
21,2,10,7,15,1,0,0,227,76,14,3,7,10,8,0,1,0,214,44,win,1,0,1,0,1,1,0,1,1,1
15,1,3,6,0,0,1,0,225,56,12,4,6,3,3,1,0,0,248,61,lose,1,0,0,1,0,0,1,1,0,0
15,2,5,9,3,0,0,0,232,51,15,1,9,5,10,0,0,0,192,32,lose,1,1,0,1,0,1,1,1,1,1
13,4,2,5,3,0,0,0,238,40,23,2,5,2,6,1,0,0,209,60,lose,0,1,0,1,0,0,1,1,1,0
14,4,9,1,9,1,0,0,255,44,26,0,1,9,1,0,0,0,183,50,win,0,1,1,0,1,1,1,1,1,0
21,3,12,1,14,1,0,0,236,44,52,4,1,12,1,0,0,0,191,56,win,0,0,1,0,1,1,1,1,1,0
18,1,7,8,8,0,0,0,229,52,13,3,8,7,9,1,1,0,211,52,lose,1,0,0,1,0,0,0,1,1,1
17,1,3,9,2,1,0,0,188,42,16,3,9,3,9,0,0,0,226,32,lose,1,0,0,1,0,1,1,1,0,1
16,1,5,3,4,0,1,0,213,38,22,5,3,5,2,1,0,0,223,52,win,0,0,1,0,1,0,1,1,0,0
18,4,2,11,2,0,0,0,191,48,35,4,11,2,10,0,0,1,200,57,lose,0,1,0,1,0,1,1,0,0,0
15,1,2,11,3,0,0,0,202,53,17,6,11,2,11,1,0,0,237,50,lose,0,0,0,1,0,0,1,1,0,1
13,0,11,5,11,1,1,0,247,50,12,2,5,11,10,0,0,0,185,61,win,1,0,1,0,1,1,1,1,1,0
13,3,5,8,1,1,0,0,175,49,34,1,8,5,3,0,0,0,239,71,lose,0,1,0,1,0,1,1,1,0,0
