WardsPlaced,WardsDestroyed,Dragons,Heralds,TowersDestroyed,TotalMinionsKilled,TotalJungleMinionsKilled,Win
35,3,0,0,0,181,40,lose
20,1,1,0,0,222,63,lose
15,1,1,0,0,217,55,win
19,1,1,0,0,225,65,win
87,4,0,1,1,248,43,lose
16,1,0,1,1,245,52,lose
19,3,0,1,1,225,56,lose
20,2,0,0,0,213,43,lose
21,2,0,0,0,208,59,win
10,3,0,0,0,158,43,win
20,3,0,0,0,243,55,win
16,3,1,0,0,191,44,win
18,3,1,0,0,190,27,lose
12,4,1,0,0,225,76,win
16,3,0,0,0,185,50,lose
14,4,1,0,0,221,52,lose
15,4,0,0,0,197,53,lose
17,5,0,1,0,194,44,lose
29,5,0,0,0,213,68,lose
15,3,0,0,0,230,52,lose
17,2,1,0,0,192,55,lose
85,2,0,1,0,213,67,lose
17,1,0,0,0,179,31,lose
40,8,1,0,0,230,63,win
16,1,0,0,0,240,44,lose
17,3,0,0,0,179,40,lose
13,2,0,0,0,206,51,win
17,4,1,0,0,254,76,win
17,4,0,0,0,228,66,lose
17,4,0,0,0,214,48,lose
15,3,1,0,0,173,60,lose
19,3,1,0,1,263,58,win
11,2,0,0,0,234,47,lose
12,1,0,0,0,192,52,lose
18,3,0,0,0,243,52,win
13,3,1,0,0,249,63,win
19,2,1,0,0,200,56,win
17,0,0,1,0,227,56,win
10,5,0,0,0,197,57,lose
15,0,0,0,0,184,57,win
12,0,0,0,0,173,46,lose
33,2,0,0,0,203,68,lose
15,2,0,0,0,218,55,win
21,1,0,0,0,218,63,win
15,1,0,0,1,216,57,win
10,2,1,1,1,213,56,lose
15,0,0,0,0,187,48,lose
21,5,1,0,0,238,44,win
12,1,0,0,0,225,38,lose
14,6,0,1,0,217,50,lose
21,4,1,0,0,224,43,lose
17,1,0,0,0,190,42,win
18,2,0,0,0,189,52,lose
14,5,0,0,0,236,45,lose
23,2,1,0,0,245,62,win
15,2,0,0,0,184,64,win
14,3,1,0,0,229,55,win
11,1,0,1,0,190,56,lose
13,2,0,0,1,220,36,win
24,3,0,1,0,219,51,win
14,3,1,0,0,194,47,lose
14,0,0,0,0,171,59,lose
19,2,0,1,0,203,51,lose
17,3,1,0,0,240,59,win
55,1,0,0,0,230,60,win
16,3,0,1,0,208,60,lose
19,2,0,0,0,187,61,lose
14,5,1,0,1,251,72,win
14,4,0,1,0,185,44,lose
15,2,0,0,0,220,49,lose
12,0,0,0,0,205,59,lose
15,2,0,0,0,198,55,lose
26,5,0,0,0,261,41,win
17,2,1,0,0,233,60,win
17,4,0,0,0,235,40,win
11,1,0,0,0,182,53,lose
14,1,0,0,0,214,55,win
12,5,0,0,0,236,72,lose
117,8,1,0,0,200,56,win
17,3,0,0,0,192,37,lose
33,1,0,0,0,199,43,win
17,2,0,0,0,218,39,win
13,5,1,1,0,236,59,win
13,3,0,1,0,216,66,win
10,2,0,0,0,206,31,lose
13,2,0,1,0,218,45,win
16,2,0,0,0,191,52,win
17,4,0,0,0,182,38,win
45,10,1,0,0,216,59,lose
13,7,0,0,0,261,42,win
21,5,0,1,0,245,53,lose
35,2,0,0,0,215,39,win
41,3,1,0,0,174,44,win
17,4,0,1,0,225,45,lose
23,0,1,0,1,213,43,win
16,4,1,0,0,248,69,win
39,6,0,0,0,216,60,lose
11,1,0,0,0,198,46,lose
38,4,0,0,0,236,48,lose
12,3,0,0,0,221,51,lose
11,2,1,0,0,216,60,win
13,2,0,0,0,250,51,win
18,2,0,1,0,234,48,win
44,3,0,0,0,203,39,lose
18,1,0,1,0,201,53,lose
14,2,1,0,0,170,56,lose
12,6,0,1,0,225,63,lose
16,4,0,0,0,209,44,lose
18,0,0,1,0,207,51,win
14,4,1,0,0,210,53,win
19,2,0,0,0,224,36,win
127,3,0,1,1,212,51,lose
50,2,1,0,0,218,48,win
16,1,0,1,0,163,50,lose
35,3,1,0,0,148,62,lose
17,0,0,0,0,195,41,lose
19,4,0,0,0,246,48,win
15,1,0,0,0,270,36,lose
16,1,0,0,0,226,55,win
20,4,0,0,0,201,44,win
13,2,0,1,0,218,48,win
17,4,0,1,0,210,56,lose
14,1,0,0,0,250,48,lose
22,1,0,1,0,196,43,lose
42,3,0,0,0,194,48,win
24,4,0,0,0,204,40,win
17,2,0,0,0,192,40,lose
12,2,0,0,0,230,49,lose
14,2,1,0,0,200,47,win
20,2,1,1,0,226,54,win
15,4,1,1,1,218,60,win
38,4,0,0,1,237,59,win
16,3,0,0,0,222,51,lose
34,5,0,0,0,237,56,win
18,1,0,0,0,241,56,lose
16,1,0,0,0,220,44,lose
14,2,0,1,0,233,54,lose
86,3,0,0,0,227,46,win
16,0,0,1,0,207,60,lose
21,6,0,0,0,226,35,win
44,5,1,0,0,248,53,win
13,5,0,0,0,214,56,lose
14,4,1,0,0,214,54,win
15,5,0,1,0,246,60,win
13,6,1,0,0,211,63,lose
12,4,1,0,0,256,56,win
14,7,0,0,0,262,52,lose
17,1,0,0,0,245,72,lose
15,1,0,0,0,194,52,lose
14,3,0,0,0,231,60,lose
18,1,0,0,0,223,42,lose
16,2,0,0,1,225,44,lose
15,2,0,0,0,239,57,win
15,6,0,0,0,240,51,lose
39,7,0,0,0,240,28,lose
37,5,1,0,0,204,48,win
25,1,0,0,0,209,51,lose
17,3,1,1,0,217,51,lose
15,1,1,0,0,192,68,lose
12,4,1,0,0,229,55,win
16,2,1,1,0,221,52,win
16,2,1,0,0,234,64,win
19,8,1,0,0,241,49,lose
13,1,1,0,0,222,48,win
15,1,0,0,0,202,52,lose
54,6,0,0,0,189,62,win
15,2,0,0,0,201,60,win
45,5,0,0,0,215,54,lose
16,3,1,0,0,262,48,win
15,2,1,0,0,237,66,win
10,1,1,0,0,246,55,win
14,1,0,0,0,205,44,win
22,5,0,1,0,253,60,win
129,4,1,0,0,206,56,win
14,3,1,0,0,216,56,win
18,7,0,0,0,196,64,lose
14,0,0,1,2,226,44,win
39,3,1,0,0,220,48,win
16,4,0,0,0,206,60,win
13,0,0,0,0,164,55,lose
18,2,1,0,0,227,65,win
18,2,0,0,0,234,53,win
14,2,1,1,0,231,48,lose
16,2,0,1,0,202,40,win
20,2,0,0,0,207,62,lose
15,4,0,0,0,171,57,win
16,2,0,0,0,225,63,lose
13,4,0,0,0,206,64,win
14,0,0,0,0,184,67,win
11,1,1,1,0,230,68,win
14,2,0,0,0,209,49,win
75,2,1,0,0,198,54,lose
15,0,0,0,0,220,45,lose
19,2,0,0,0,210,40,lose
13,3,0,0,0,195,59,lose
15,2,0,0,0,234,44,lose
21,5,1,1,0,220,55,win
16,3,0,0,0,199,48,lose
15,5,0,1,0,240,49,win
19,1,0,0,0,234,44,win
9,1,0,0,0,214,47,win
14,1,0,1,1,241,46,win
11,2,1,0,0,228,52,win
14,3,0,0,0,192,36,lose
19,3,0,1,0,233,42,lose
14,3,0,0,0,212,36,lose
35,2,1,1,1,232,59,win
17,2,1,0,0,225,72,win
20,5,0,0,0,240,58,lose
15,2,0,1,0,218,60,lose
18,2,0,0,0,212,61,lose
11,2,0,0,0,213,51,lose
17,2,0,0,0,174,64,lose
17,3,1,1,0,240,51,win
16,3,0,0,0,228,52,lose
21,2,0,0,0,222,48,lose
11,3,0,0,0,211,47,lose
14,4,1,0,0,182,56,lose
17,8,0,0,0,220,42,lose
11,0,0,0,0,174,44,lose
19,2,0,0,0,202,60,win
12,4,0,0,0,203,52,lose
17,3,1,0,0,238,44,win
10,2,0,0,0,205,56,lose
11,1,0,0,0,193,45,win
14,5,0,0,0,220,60,lose
13,0,0,0,0,251,60,win
14,1,1,0,0,214,64,win
128,4,1,1,0,230,52,win
15,1,1,1,0,222,44,win
17,6,0,1,0,223,80,win
138,2,1,0,0,223,52,win
15,3,0,0,0,211,59,win
14,1,0,0,1,221,40,lose
17,1,0,0,0,193,54,lose
14,1,0,0,0,213,44,lose
14,0,0,0,0,227,48,lose
11,4,0,1,0,214,72,lose
35,2,0,0,0,241,64,win
12,2,0,0,0,226,36,lose
19,2,0,0,0,214,43,lose
9,3,0,0,1,253,56,lose
12,1,0,0,0,216,52,win
13,1,0,0,0,191,56,lose
13,1,0,0,0,215,64,lose
17,4,0,0,0,179,28,lose
14,1,0,0,0,196,52,lose
15,2,0,0,0,232,48,win
13,2,0,0,0,234,48,lose
39,3,1,0,0,223,44,win
15,3,1,0,0,261,60,win
13,4,0,0,0,212,58,lose
18,5,0,0,0,206,46,lose
17,1,0,1,0,206,56,lose
18,0,0,0,0,208,55,lose
17,0,0,0,0,184,44,lose
13,2,1,1,0,208,48,win
164,3,0,0,0,227,38,lose
17,4,0,0,0,255,48,lose
47,3,0,1,0,203,41,win
16,3,0,1,0,162,51,lose
14,3,1,0,0,233,57,win
19,3,1,0,0,225,51,win
17,0,0,0,0,243,52,win
16,2,0,0,0,217,67,lose
17,5,0,0,0,230,44,win
21,4,1,0,0,224,68,win
81,2,1,0,0,195,62,win
46,3,0,0,0,215,52,lose
14,6,0,1,0,221,47,win
15,2,0,0,0,251,68,win
39,2,0,0,0,193,50,win
9,2,0,0,0,204,20,lose
11,3,1,1,0,216,60,win
15,2,1,0,0,208,60,win
17,4,0,0,0,185,36,win
16,2,0,0,0,231,48,win
16,5,0,1,0,220,63,lose
19,3,1,0,0,249,76,win
13,2,1,0,0,198,44,lose
72,1,0,0,0,227,43,win
13,1,0,0,0,213,50,lose
25,7,0,0,0,205,48,win
17,3,0,0,0,226,53,lose
16,2,1,0,0,244,49,win
11,2,0,0,0,231,56,win
14,1,1,0,0,190,50,lose
18,2,0,0,0,241,64,lose
19,1,1,0,0,198,40,lose
14,3,0,0,0,232,55,win
17,1,1,0,0,216,48,win
34,5,1,1,0,215,64,win
11,1,1,0,0,229,42,win
15,3,1,0,0,212,48,win
14,1,0,0,0,249,58,lose
16,2,1,0,0,193,56,lose
16,2,1,0,0,238,41,lose
17,1,1,0,0,202,51,win
20,2,1,0,0,215,44,win
38,1,1,1,0,246,56,lose
16,4,0,0,0,198,39,lose
16,4,0,0,0,239,42,win
18,5,1,0,0,240,40,win
44,3,0,0,0,231,46,lose
23,1,0,0,0,218,40,win
10,3,1,0,0,189,39,lose
15,3,1,0,0,222,68,lose
22,6,0,0,0,252,68,lose
13,5,0,0,0,227,22,lose
35,4,0,0,0,217,56,lose
15,4,0,0,0,211,48,lose
20,2,0,1,1,238,78,win
16,1,0,0,0,191,43,lose
39,1,1,0,0,220,48,win
15,2,0,0,0,223,29,lose
16,4,0,0,0,216,77,win
16,1,0,0,0,224,36,lose
110,0,0,0,0,216,45,win
15,2,0,0,0,212,32,win
12,4,0,0,0,227,44,win
15,13,1,0,0,182,49,win
15,4,1,0,0,219,43,win
16,5,1,0,1,256,52,win
14,1,0,0,0,214,52,win
11,3,0,0,0,209,36,win
19,1,0,0,0,196,48,win
20,3,1,0,0,201,44,lose
40,4,0,1,0,228,76,win
16,4,0,1,0,218,50,lose
14,3,0,0,0,184,46,lose
17,2,1,0,0,211,56,lose
42,1,1,0,0,196,43,lose
19,3,1,0,0,191,48,win
15,0,0,0,0,203,65,win
11,4,0,1,0,215,60,lose
16,2,0,0,0,241,50,lose
55,3,0,0,0,228,56,win
17,7,0,0,0,273,60,win
17,2,1,0,0,249,63,win
18,3,1,0,0,207,64,win
25,1,0,0,0,252,59,win
46,4,1,0,0,205,48,lose
15,0,1,0,0,181,60,lose
12,4,0,0,0,202,52,win
26,1,1,0,0,182,56,win
15,3,1,0,0,178,55,lose
15,2,1,0,0,222,55,lose
75,1,0,0,0,214,42,lose
42,5,1,1,0,225,53,win
12,8,0,1,0,217,51,win
33,2,1,0,1,198,50,win
14,2,1,0,0,176,59,win
24,5,1,0,0,226,41,win
17,2,0,0,0,167,36,lose
16,4,1,0,0,238,56,win
18,1,0,1,0,231,60,win
37,5,1,0,0,188,57,win
18,6,1,1,0,226,68,win
15,2,1,0,0,234,40,win
14,2,0,0,0,206,52,lose
19,3,1,1,0,247,51,win
50,2,0,0,0,189,56,win
16,2,0,1,2,242,62,win
15,2,1,0,0,243,47,lose
14,3,1,1,0,231,46,lose
18,3,0,1,0,216,65,lose
18,2,0,0,0,216,35,lose
13,0,0,0,0,201,60,lose
14,5,0,0,0,180,68,lose
18,4,0,1,0,222,40,lose
18,6,0,0,0,227,56,lose
77,3,0,0,0,223,59,win
14,4,0,0,0,190,33,win
48,5,1,0,0,246,68,win
56,3,0,0,0,205,56,lose
24,3,1,0,0,202,39,win
15,7,0,1,0,237,49,win
42,5,0,0,0,247,55,lose
12,2,0,1,0,234,56,win
12,3,0,0,0,211,32,lose
18,3,0,0,0,224,53,win
18,3,1,0,0,250,68,win
18,6,0,0,0,249,43,win
15,4,1,0,0,210,68,win
23,2,0,0,0,195,44,win
22,0,0,0,0,210,67,lose
17,3,0,0,0,194,41,lose
54,2,0,0,0,227,44,lose
41,2,1,0,0,187,50,win
16,2,1,0,0,220,60,win
18,6,1,0,0,235,39,lose
15,1,1,0,0,230,52,lose
18,5,1,1,0,257,44,win
17,8,0,1,2,246,53,win
14,2,0,1,1,207,48,win
15,1,1,0,0,219,52,lose
18,2,1,0,0,222,56,win
17,3,0,0,0,226,54,lose
18,3,1,0,0,193,52,lose
16,1,0,0,0,223,63,lose
15,2,0,0,0,199,40,lose
16,4,0,1,0,244,48,lose
19,1,1,0,0,200,44,lose
15,3,0,0,0,225,56,lose
37,3,0,0,0,258,64,win
14,2,0,0,0,229,60,win
18,3,0,0,0,208,35,win
17,2,1,0,0,176,60,win
21,2,0,0,0,238,48,lose
12,1,0,1,0,183,48,win
13,5,1,0,0,202,50,win
16,3,1,1,0,219,49,win
21,4,1,0,1,234,56,win
37,1,1,1,2,252,68,win
15,2,0,0,0,210,76,win
12,0,1,0,0,207,62,lose
15,2,1,0,0,217,50,lose
15,3,0,0,0,228,43,win
40,4,0,0,0,202,47,lose
16,3,0,0,0,214,52,win
20,1,0,0,0,176,47,lose
44,4,0,0,0,225,52,win
13,2,0,0,0,217,56,win
13,16,1,0,0,207,64,win
37,5,0,0,0,219,50,win
28,3,0,0,0,200,32,win
18,0,0,0,1,248,48,lose
14,3,1,0,0,229,45,win
17,5,0,0,0,219,44,win
17,3,1,0,0,232,68,win
16,3,0,0,0,223,43,lose
14,1,0,1,0,205,47,win
14,0,0,0,0,218,68,lose
18,1,1,0,0,231,58,win
83,3,1,0,0,241,64,win
15,0,1,1,0,216,48,lose
17,3,0,1,0,229,47,win
13,1,0,0,0,226,32,lose
10,1,1,0,0,191,36,win
10,2,1,0,0,137,44,lose
49,2,0,0,0,193,54,lose
23,6,0,0,0,210,56,lose
12,1,0,0,0,222,56,lose
9,5,0,0,0,247,48,lose
19,7,0,0,0,245,56,lose
17,3,1,0,0,190,60,win
20,2,0,0,0,241,44,lose
13,3,1,0,0,248,65,win
17,3,0,0,0,236,47,lose
14,2,0,0,0,220,48,lose
15,5,0,0,0,242,41,lose
13,9,0,0,0,218,42,lose
16,5,1,0,0,213,35,win
16,5,1,0,0,164,47,lose
17,4,0,0,0,212,32,lose
35,2,0,0,0,235,36,win
18,1,0,0,0,205,46,lose
17,1,1,0,0,233,68,win
17,15,1,0,0,254,32,win
13,3,0,0,0,204,46,lose
16,1,1,0,0,226,50,lose
15,4,0,0,0,191,44,win
73,3,0,0,0,141,29,lose
17,1,0,0,0,183,45,lose
19,3,1,0,0,241,52,win
20,1,1,0,0,213,48,lose
50,4,1,0,0,220,49,lose
24,1,0,1,0,219,46,lose
14,4,0,0,0,154,45,win
19,2,0,1,0,244,49,win
17,1,0,0,0,203,52,lose
18,2,1,0,0,228,48,lose
8,0,1,0,0,227,49,win
13,2,1,0,1,200,36,win
45,2,1,1,0,244,58,lose
36,4,1,0,0,206,64,win
18,1,0,0,0,225,58,lose
21,4,0,0,0,201,50,lose
15,2,0,1,0,216,47,win
14,2,0,0,0,223,56,lose
18,4,1,1,0,194,70,win
20,1,0,0,0,207,36,lose
14,1,0,0,0,223,52,win
16,1,0,0,0,255,64,win
15,3,0,0,0,246,42,win
13,3,1,1,0,238,44,win
39,4,1,0,0,218,48,lose
12,1,0,0,0,175,36,lose
18,0,0,0,0,240,50,win
15,0,0,0,0,218,35,lose
16,5,0,0,0,167,39,lose
14,2,1,0,0,192,47,lose
17,1,1,0,0,157,41,lose
16,3,1,0,0,243,45,win
20,3,0,0,0,242,56,win
16,1,0,0,0,231,59,win
60,2,1,0,0,185,50,lose
11,1,0,0,0,222,68,win
21,3,0,0,0,252,48,win
15,0,0,0,0,207,48,lose
14,4,0,0,0,226,48,lose
37,4,1,0,0,232,85,win
18,1,0,1,0,203,64,win
23,2,1,0,0,231,65,win
15,2,0,0,0,186,48,win
14,2,0,0,0,180,56,lose
18,3,1,0,0,220,39,win
14,3,1,0,0,224,52,win
46,3,0,0,0,214,43,lose
18,5,0,0,0,211,27,win
16,5,1,1,0,240,59,win
17,2,0,0,0,212,30,lose
15,3,0,1,0,205,48,lose
17,1,1,1,0,211,50,lose
17,2,0,0,0,255,59,win
15,5,0,0,0,233,72,win
15,3,1,0,0,200,62,lose
42,4,1,0,0,227,60,win
138,4,0,0,0,199,32,lose
18,2,0,1,0,192,46,win
14,2,1,0,0,212,49,win
16,4,0,0,0,204,64,lose
15,3,1,0,0,215,60,win
13,1,1,0,0,175,44,win
56,1,0,1,0,210,36,lose
57,4,1,1,0,237,56,win
21,2,0,0,0,213,46,lose
15,1,0,0,0,244,51,win
18,5,1,0,0,253,66,lose
17,4,0,0,0,237,44,lose
15,3,0,0,0,233,60,lose
20,3,0,0,0,235,61,win
11,2,0,0,0,247,74,win
15,2,1,0,0,223,68,lose
14,2,1,0,0,212,56,lose
14,1,0,0,0,200,47,win
16,2,0,0,0,220,48,win
25,3,0,0,0,193,47,lose
18,5,0,0,0,222,44,lose
90,1,0,0,0,217,47,lose
58,2,1,0,0,201,48,lose
14,2,1,0,0,254,44,win
41,3,1,0,0,219,48,win
15,4,0,1,1,247,50,win
14,1,1,1,0,197,42,win
15,4,0,0,0,222,51,lose
78,1,0,0,0,183,60,lose
18,4,1,1,0,236,57,win
10,4,0,1,0,221,48,lose
16,1,0,0,0,219,40,win
60,4,1,0,0,226,56,lose
11,0,0,0,0,156,49,lose
10,1,0,0,0,169,58,lose
10,2,0,0,0,206,46,win
16,4,1,0,1,225,64,win
16,2,0,0,0,245,56,win
14,2,0,1,0,221,52,lose
18,4,0,0,0,204,34,lose
17,1,0,0,0,171,41,lose
39,1,0,0,0,207,47,lose
18,3,1,0,0,234,60,lose
43,1,0,0,0,176,52,lose
16,1,0,0,0,195,44,lose
17,2,1,0,0,234,44,win
16,2,1,0,0,214,72,win
10,2,0,0,0,230,45,lose
13,2,0,0,0,193,48,lose
21,4,1,0,0,200,60,lose
60,3,0,0,0,230,53,lose
16,2,0,0,0,214,52,lose
17,5,0,0,0,214,44,lose
13,5,0,0,0,237,45,lose
16,2,0,0,0,183,60,lose
13,1,1,0,0,235,52,win
47,3,0,0,0,233,48,win
17,2,1,1,0,238,58,win
15,2,0,0,0,219,50,win
41,13,0,1,0,225,68,win
19,14,1,0,0,218,67,win
12,2,0,0,0,186,50,lose
13,2,0,0,0,192,41,lose
30,3,0,0,0,197,52,lose
17,3,0,1,0,257,71,win
14,5,1,0,0,237,47,win
18,2,1,0,0,200,52,lose
12,2,0,0,0,205,66,lose
18,3,1,0,0,218,67,lose
10,1,0,0,0,195,40,lose
16,4,1,0,0,216,50,lose
16,3,0,0,1,246,40,lose
13,2,0,1,0,243,55,win
9,4,0,0,0,223,43,lose
16,1,1,1,2,224,52,win
16,1,0,0,0,176,52,lose
17,1,0,1,0,190,55,lose
18,5,1,1,0,238,60,win
17,4,1,0,0,221,55,win
16,4,0,0,0,203,47,lose
14,4,1,0,0,215,45,lose
19,3,0,0,0,185,36,win
43,3,0,0,0,242,48,lose
86,3,0,0,0,241,44,lose
38,1,0,1,0,206,59,lose
15,0,1,0,0,262,51,win
35,1,1,1,0,248,63,win
39,4,0,0,0,264,43,win
17,4,0,0,0,187,36,lose
11,2,0,0,0,222,72,win
16,1,0,0,0,173,60,lose
16,3,0,0,0,238,47,win
16,4,0,0,0,257,47,win
18,2,0,0,0,244,64,win
23,1,1,0,0,171,59,win
14,2,1,0,0,267,52,lose
16,2,0,0,0,225,51,win
15,3,1,1,0,185,60,win
17,1,0,0,0,238,38,lose
14,1,1,0,0,244,56,lose
14,5,1,0,0,220,55,lose
21,0,0,0,0,187,37,win
14,0,0,0,0,203,43,lose
41,5,0,1,0,179,32,lose
18,3,0,0,0,207,48,win
38,3,0,0,0,209,47,lose
12,3,0,0,0,231,64,lose
15,0,0,0,0,183,40,lose
17,0,0,0,0,232,42,win
13,0,0,0,0,192,27,lose
15,2,0,0,0,214,62,win
18,3,1,1,0,245,41,lose
13,3,0,0,0,260,52,win
15,1,0,0,0,214,39,lose
17,7,0,0,0,196,52,lose
16,4,1,0,0,179,44,win
122,1,1,0,0,211,59,lose
16,4,0,1,0,185,41,lose
14,2,1,0,0,186,48,lose
18,4,0,1,0,239,43,lose
14,2,0,0,0,226,68,lose
34,5,0,0,0,236,60,win
16,3,1,0,0,221,45,lose
14,3,1,0,0,242,43,win
13,2,0,0,0,241,52,lose
18,1,1,0,0,192,44,lose
16,3,0,0,0,223,44,lose
146,5,1,0,0,224,67,win
20,2,0,0,0,222,53,lose
15,5,0,0,0,214,41,win
15,1,1,1,0,251,67,win
14,1,1,0,0,240,67,win
16,3,1,1,1,231,70,win
14,4,0,1,0,171,60,win
13,0,0,0,0,214,50,lose
18,2,0,0,0,219,44,lose
17,3,0,1,0,207,72,lose
19,3,1,0,0,180,72,win
10,3,0,0,0,223,48,win
15,2,0,0,0,197,42,win
16,2,1,1,0,234,50,win
15,2,0,0,0,181,52,lose
18,0,0,0,0,205,47,lose
22,4,1,0,0,195,28,lose
13,3,1,0,0,203,55,lose
14,4,0,0,0,171,40,lose
13,5,0,0,0,239,41,lose
17,24,1,0,0,207,38,win
12,2,1,0,0,242,44,win
16,2,0,0,0,233,44,lose
15,4,0,0,0,202,51,lose
12,1,1,1,0,179,48,lose
17,6,0,0,1,234,39,win
41,2,0,1,1,224,53,lose
13,2,1,0,0,195,40,lose
60,4,0,0,0,199,59,win
32,4,0,0,0,159,47,win
18,5,0,0,0,211,50,lose
15,3,1,0,0,201,36,win
12,7,0,0,0,232,33,win
15,3,0,0,0,233,55,win
35,3,0,0,0,182,56,lose
11,1,0,0,0,225,44,lose
16,3,0,0,0,195,56,lose
13,1,1,0,0,226,40,win
17,4,1,1,0,253,47,win
16,5,0,0,0,212,50,lose
13,3,1,0,0,244,54,win
15,2,0,0,0,219,40,lose
14,1,0,0,0,218,48,lose
12,1,0,0,0,202,50,lose
13,3,0,0,0,228,44,lose
17,1,0,0,0,222,47,lose
16,1,0,0,0,247,71,lose
26,4,0,0,0,241,43,win
15,2,0,1,0,218,47,win
14,3,0,0,0,242,51,lose
13,3,0,0,0,211,47,lose
15,4,0,0,0,236,52,lose
17,2,0,0,0,180,45,lose
19,1,1,0,0,220,34,win
14,1,0,1,1,248,56,win
11,1,0,0,0,174,40,lose
13,4,1,0,1,200,41,lose
15,2,1,0,0,179,52,win
9,3,0,0,0,208,36,lose
23,2,0,0,0,209,60,win
13,1,0,0,0,177,43,lose
20,2,0,0,0,198,53,win
16,2,1,0,0,215,52,win
11,5,0,0,0,208,20,lose
21,0,0,0,0,175,83,lose
19,0,0,0,0,225,45,win
34,3,0,1,0,232,56,win
14,3,0,0,0,239,75,win
21,7,0,0,0,245,38,lose
18,1,0,0,0,205,46,win
15,1,0,1,0,173,64,win
16,2,0,0,0,242,54,lose
15,2,1,0,0,226,60,lose
8,2,1,0,0,235,51,lose
13,5,0,0,0,223,35,lose
39,4,0,0,0,195,55,win
16,4,0,0,0,175,41,lose
33,1,0,0,0,221,40,lose
14,2,0,0,0,200,47,lose
19,4,1,0,0,194,48,win
15,4,0,1,0,219,60,lose
25,1,0,0,0,223,60,lose
58,1,1,0,0,248,67,win
12,5,0,0,0,202,48,lose
12,1,0,0,0,200,49,lose
15,2,1,0,0,229,48,lose
93,4,0,1,0,218,52,lose
16,3,1,0,0,226,47,win
15,3,1,0,0,218,48,lose
12,1,0,1,1,190,61,win
15,5,0,0,0,203,48,lose
21,8,0,0,0,210,46,lose
40,1,0,0,0,242,60,win
12,6,0,0,0,222,47,lose
18,4,0,0,0,237,36,lose
16,6,0,1,0,216,47,win
14,2,0,0,0,193,42,lose
13,2,0,0,0,208,54,win
16,6,1,0,0,256,32,win
13,3,1,0,0,208,42,win
17,2,0,0,0,237,40,lose
13,1,0,0,0,228,52,lose
17,1,1,0,0,227,32,win
20,1,0,0,0,166,52,lose
12,2,1,0,0,216,53,win
20,4,1,1,0,224,44,win
15,4,0,0,0,232,48,win
14,2,0,0,0,225,30,lose
14,1,1,0,0,210,40,win
17,2,0,0,0,191,52,win
17,2,1,0,0,222,44,win
16,2,0,0,0,194,44,lose
16,5,0,1,0,233,52,win
17,5,1,1,0,235,32,win
36,6,0,0,0,202,52,lose
40,4,0,0,0,199,35,lose
18,2,1,0,0,248,50,win
17,2,0,1,0,228,40,win
8,3,0,0,0,240,51,lose
17,2,1,0,0,187,56,lose
22,3,1,0,0,224,49,win
15,0,1,0,0,205,50,win
89,2,0,1,1,250,56,lose
26,5,0,0,0,218,60,win
18,4,0,0,0,188,48,lose
15,3,0,0,1,229,52,lose
21,6,0,0,0,244,48,win
49,2,0,0,0,191,41,lose
19,5,0,1,0,208,44,lose
16,2,0,0,0,208,40,lose
35,2,1,0,0,225,52,win
15,6,1,1,0,217,52,lose
15,2,0,1,0,225,80,win
16,2,0,0,0,206,52,win
13,2,0,0,0,231,72,win
15,3,0,0,0,203,49,lose
47,1,1,1,1,230,48,win
13,4,1,0,0,225,56,lose
15,4,1,0,0,257,47,win
15,3,1,1,0,222,75,win
21,1,1,1,0,224,46,lose
15,5,0,0,0,225,49,lose
16,3,0,0,0,235,50,win
15,1,0,0,0,252,48,lose
16,2,1,1,1,257,56,win
22,3,1,0,0,244,36,lose
15,2,0,0,0,230,46,lose
41,2,0,0,0,238,56,lose
18,2,1,0,0,220,63,win
30,6,0,1,0,237,56,win
19,3,0,0,0,239,40,win
15,1,0,0,1,183,43,win
16,4,0,1,0,245,55,lose
14,2,1,1,0,230,51,lose
22,1,0,1,0,229,52,win
29,5,0,0,0,231,35,lose
25,4,0,0,0,228,41,win
68,3,1,0,0,237,48,lose
14,3,1,0,0,146,52,lose
16,7,0,1,0,269,56,win
19,4,0,0,0,210,39,win
57,4,0,0,0,212,79,lose
16,1,0,0,0,229,48,lose
18,1,0,0,0,200,40,win
18,3,0,0,0,191,48,lose
17,1,1,0,0,256,48,win
21,6,0,0,0,223,48,win
19,3,1,0,0,232,40,win
18,3,0,0,0,200,48,lose
15,2,0,0,0,238,72,win
12,3,1,0,0,247,48,lose
19,4,1,1,0,239,58,lose
16,3,1,0,2,230,58,win
18,2,0,0,0,251,46,lose
27,5,1,1,1,221,42,win
32,3,0,0,0,212,53,lose
16,3,0,0,0,231,44,lose
16,2,0,0,0,237,47,lose
14,1,0,0,0,241,59,lose
12,4,0,0,0,206,50,lose
15,2,0,0,0,211,35,win
12,3,1,0,0,224,48,win
16,2,0,0,0,184,57,lose
36,4,1,1,0,252,72,lose
15,2,1,0,0,208,45,win
14,2,0,0,0,198,47,lose
12,2,0,0,0,212,59,win
13,3,0,0,0,246,50,win
16,3,0,0,0,251,42,lose
10,2,0,0,0,227,41,win
13,2,0,0,0,199,36,lose
18,4,0,0,0,210,60,win
38,1,0,0,0,214,48,win
38,4,0,0,0,219,61,win
18,3,0,0,0,251,52,lose
18,3,1,1,0,209,44,win
14,1,0,0,0,204,47,lose
20,3,0,0,0,223,56,lose
