WardsPlaced,WardsDestroyed,Dragons,Heralds,TowersDestroyed,TotalMinionsKilled,TotalJungleMinionsKilled,Win
13,4,0,0,0,206,64,1
14,0,0,0,0,184,67,1
11,1,1,1,0,230,68,1
14,2,0,0,0,209,49,1
75,2,1,0,0,198,54,0
15,0,0,0,0,220,45,0
19,2,0,0,0,210,40,0
13,3,0,0,0,195,59,0
15,2,0,0,0,234,44,0
21,5,1,1,0,220,55,1
16,3,0,0,0,199,48,0
15,5,0,1,0,240,49,1
19,1,0,0,0,234,44,1
9,1,0,0,0,214,47,1
14,1,0,1,1,241,46,1
11,2,1,0,0,228,52,1
14,3,0,0,0,192,36,0
19,3,0,1,0,233,42,0
14,3,0,0,0,212,36,0
35,2,1,1,1,232,59,1
17,2,1,0,0,225,72,1
20,5,0,0,0,240,58,0
15,2,0,1,0,218,60,0
18,2,0,0,0,212,61,0
11,2,0,0,0,213,51,0
17,2,0,0,0,174,64,0
17,3,1,1,0,240,51,1
16,3,0,0,0,228,52,0
21,2,0,0,0,222,48,0
11,3,0,0,0,211,47,0
14,4,1,0,0,182,56,0
17,8,0,0,0,220,42,0
11,0,0,0,0,174,44,0
19,2,0,0,0,202,60,1
12,4,0,0,0,203,52,0
17,3,1,0,0,238,44,1
10,2,0,0,0,205,56,0
11,1,0,0,0,193,45,1
14,5,0,0,0,220,60,0
13,0,0,0,0,251,60,1
14,1,1,0,0,214,64,1
128,4,1,1,0,230,52,1
15,1,1,1,0,222,44,1
17,6,0,1,0,223,80,1
138,2,1,0,0,223,52,1
15,3,0,0,0,211,59,1
14,1,0,0,1,221,40,0
17,1,0,0,0,193,54,0
14,1,0,0,0,213,44,0
14,0,0,0,0,227,48,0
11,4,0,1,0,214,72,0
35,2,0,0,0,241,64,1
12,2,0,0,0,226,36,0
19,2,0,0,0,214,43,0
9,3,0,0,1,253,56,0
12,1,0,0,0,216,52,1
13,1,0,0,0,191,56,0
13,1,0,0,0,215,64,0
17,4,0,0,0,179,28,0
14,1,0,0,0,196,52,0
15,2,0,0,0,232,48,1
13,2,0,0,0,234,48,0
39,3,1,0,0,223,44,1
15,3,1,0,0,261,60,1
13,4,0,0,0,212,58,0
18,5,0,0,0,206,46,0
17,1,0,1,0,206,56,0
18,0,0,0,0,208,55,0
17,0,0,0,0,184,44,0
13,2,1,1,0,208,48,1
164,3,0,0,0,227,38,0
17,4,0,0,0,255,48,0
47,3,0,1,0,203,41,1
16,3,0,1,0,162,51,0
14,3,1,0,0,233,57,1
19,3,1,0,0,225,51,1
17,0,0,0,0,243,52,1
16,2,0,0,0,217,67,0
17,5,0,0,0,230,44,1
21,4,1,0,0,224,68,1
81,2,1,0,0,195,62,1
46,3,0,0,0,215,52,0
14,6,0,1,0,221,47,1
15,2,0,0,0,251,68,1
39,2,0,0,0,193,50,1
9,2,0,0,0,204,20,0
11,3,1,1,0,216,60,1
15,2,1,0,0,208,60,1
17,4,0,0,0,185,36,1
16,2,0,0,0,231,48,1
16,5,0,1,0,220,63,0
19,3,1,0,0,249,76,1
13,2,1,0,0,198,44,0
72,1,0,0,0,227,43,1
13,1,0,0,0,213,50,0
25,7,0,0,0,205,48,1
17,3,0,0,0,226,53,0
16,2,1,0,0,244,49,1
11,2,0,0,0,231,56,1
14,1,1,0,0,190,50,0
18,2,0,0,0,241,64,0
19,1,1,0,0,198,40,0
14,3,0,0,0,232,55,1
17,1,1,0,0,216,48,1
34,5,1,1,0,215,64,1
11,1,1,0,0,229,42,1
15,3,1,0,0,212,48,1
14,1,0,0,0,249,58,0
16,2,1,0,0,193,56,0
16,2,1,0,0,238,41,0
17,1,1,0,0,202,51,1
20,2,1,0,0,215,44,1
38,1,1,1,0,246,56,0
16,4,0,0,0,198,39,0
16,4,0,0,0,239,42,1
18,5,1,0,0,240,40,1
44,3,0,0,0,231,46,0
23,1,0,0,0,218,40,1
10,3,1,0,0,189,39,0
15,3,1,0,0,222,68,0
22,6,0,0,0,252,68,0
13,5,0,0,0,227,22,0
35,4,0,0,0,217,56,0
15,4,0,0,0,211,48,0
20,2,0,1,1,238,78,1
16,1,0,0,0,191,43,0
39,1,1,0,0,220,48,1
15,2,0,0,0,223,29,0
16,4,0,0,0,216,77,1
16,1,0,0,0,224,36,0
110,0,0,0,0,216,45,1
15,2,0,0,0,212,32,1
12,4,0,0,0,227,44,1
15,13,1,0,0,182,49,1
15,4,1,0,0,219,43,1
16,5,1,0,1,256,52,1
14,1,0,0,0,214,52,1
11,3,0,0,0,209,36,1
19,1,0,0,0,196,48,1
20,3,1,0,0,201,44,0
40,4,0,1,0,228,76,1
16,4,0,1,0,218,50,0
14,3,0,0,0,184,46,0
17,2,1,0,0,211,56,0
42,1,1,0,0,196,43,0
19,3,1,0,0,191,48,1
15,0,0,0,0,203,65,1
11,4,0,1,0,215,60,0
16,2,0,0,0,241,50,0
55,3,0,0,0,228,56,1
17,7,0,0,0,273,60,1
17,2,1,0,0,249,63,1
18,3,1,0,0,207,64,1
25,1,0,0,0,252,59,1
46,4,1,0,0,205,48,0
15,0,1,0,0,181,60,0
12,4,0,0,0,202,52,1
26,1,1,0,0,182,56,1
15,3,1,0,0,178,55,0
15,2,1,0,0,222,55,0
75,1,0,0,0,214,42,0
42,5,1,1,0,225,53,1
12,8,0,1,0,217,51,1
33,2,1,0,1,198,50,1
14,2,1,0,0,176,59,1
24,5,1,0,0,226,41,1
17,2,0,0,0,167,36,0
16,4,1,0,0,238,56,1
18,1,0,1,0,231,60,1
37,5,1,0,0,188,57,1
18,6,1,1,0,226,68,1
15,2,1,0,0,234,40,1
14,2,0,0,0,206,52,0
19,3,1,1,0,247,51,1
50,2,0,0,0,189,56,1
16,2,0,1,2,242,62,1
15,2,1,0,0,243,47,0
14,3,1,1,0,231,46,0
18,3,0,1,0,216,65,0
18,2,0,0,0,216,35,0
13,0,0,0,0,201,60,0
14,5,0,0,0,180,68,0
18,4,0,1,0,222,40,0
18,6,0,0,0,227,56,0
77,3,0,0,0,223,59,1
14,4,0,0,0,190,33,1
48,5,1,0,0,246,68,1
56,3,0,0,0,205,56,0
24,3,1,0,0,202,39,1
15,7,0,1,0,237,49,1
42,5,0,0,0,247,55,0
12,2,0,1,0,234,56,1
12,3,0,0,0,211,32,0
18,3,0,0,0,224,53,1
18,3,1,0,0,250,68,1
18,6,0,0,0,249,43,1
15,4,1,0,0,210,68,1
23,2,0,0,0,195,44,1
22,0,0,0,0,210,67,0
17,3,0,0,0,194,41,0
54,2,0,0,0,227,44,0
41,2,1,0,0,187,50,1
16,2,1,0,0,220,60,1
18,6,1,0,0,235,39,0
15,1,1,0,0,230,52,0
18,5,1,1,0,257,44,1
17,8,0,1,2,246,53,1
14,2,0,1,1,207,48,1
15,1,1,0,0,219,52,0
18,2,1,0,0,222,56,1
17,3,0,0,0,226,54,0
18,3,1,0,0,193,52,0
16,1,0,0,0,223,63,0
15,2,0,0,0,199,40,0
16,4,0,1,0,244,48,0
19,1,1,0,0,200,44,0
15,3,0,0,0,225,56,0
37,3,0,0,0,258,64,1
14,2,0,0,0,229,60,1
18,3,0,0,0,208,35,1
17,2,1,0,0,176,60,1
21,2,0,0,0,238,48,0
12,1,0,1,0,183,48,1
13,5,1,0,0,202,50,1
16,3,1,1,0,219,49,1
21,4,1,0,1,234,56,1
37,1,1,1,2,252,68,1
15,2,0,0,0,210,76,1
12,0,1,0,0,207,62,0
15,2,1,0,0,217,50,0
15,3,0,0,0,228,43,1
40,4,0,0,0,202,47,0
16,3,0,0,0,214,52,1
20,1,0,0,0,176,47,0
44,4,0,0,0,225,52,1
13,2,0,0,0,217,56,1
13,16,1,0,0,207,64,1
37,5,0,0,0,219,50,1
28,3,0,0,0,200,32,1
18,0,0,0,1,248,48,0
14,3,1,0,0,229,45,1
17,5,0,0,0,219,44,1
17,3,1,0,0,232,68,1
16,3,0,0,0,223,43,0
14,1,0,1,0,205,47,1
14,0,0,0,0,218,68,0
18,1,1,0,0,231,58,1
83,3,1,0,0,241,64,1
15,0,1,1,0,216,48,0
17,3,0,1,0,229,47,1
13,1,0,0,0,226,32,0
10,1,1,0,0,191,36,1
10,2,1,0,0,137,44,0
49,2,0,0,0,193,54,0
23,6,0,0,0,210,56,0
12,1,0,0,0,222,56,0
9,5,0,0,0,247,48,0
19,7,0,0,0,245,56,0
17,3,1,0,0,190,60,1
20,2,0,0,0,241,44,0
13,3,1,0,0,248,65,1
17,3,0,0,0,236,47,0
14,2,0,0,0,220,48,0
15,5,0,0,0,242,41,0
13,9,0,0,0,218,42,0
16,5,1,0,0,213,35,1
16,5,1,0,0,164,47,0
17,4,0,0,0,212,32,0
35,2,0,0,0,235,36,1
18,1,0,0,0,205,46,0
17,1,1,0,0,233,68,1
17,15,1,0,0,254,32,1
13,3,0,0,0,204,46,0
16,1,1,0,0,226,50,0
15,4,0,0,0,191,44,1
73,3,0,0,0,141,29,0
17,1,0,0,0,183,45,0
19,3,1,0,0,241,52,1
20,1,1,0,0,213,48,0
50,4,1,0,0,220,49,0
24,1,0,1,0,219,46,0
14,4,0,0,0,154,45,1
19,2,0,1,0,244,49,1
17,1,0,0,0,203,52,0
18,2,1,0,0,228,48,0
8,0,1,0,0,227,49,1
13,2,1,0,1,200,36,1
45,2,1,1,0,244,58,0
36,4,1,0,0,206,64,1
18,1,0,0,0,225,58,0
21,4,0,0,0,201,50,0
15,2,0,1,0,216,47,1
14,2,0,0,0,223,56,0
18,4,1,1,0,194,70,1
20,1,0,0,0,207,36,0
14,1,0,0,0,223,52,1
16,1,0,0,0,255,64,1
15,3,0,0,0,246,42,1
13,3,1,1,0,238,44,1
39,4,1,0,0,218,48,0
12,1,0,0,0,175,36,0
18,0,0,0,0,240,50,1
15,0,0,0,0,218,35,0
16,5,0,0,0,167,39,0
14,2,1,0,0,192,47,0
17,1,1,0,0,157,41,0
16,3,1,0,0,243,45,1
20,3,0,0,0,242,56,1
16,1,0,0,0,231,59,1
60,2,1,0,0,185,50,0
11,1,0,0,0,222,68,1
21,3,0,0,0,252,48,1
15,0,0,0,0,207,48,0
14,4,0,0,0,226,48,0
37,4,1,0,0,232,85,1
18,1,0,1,0,203,64,1
23,2,1,0,0,231,65,1
15,2,0,0,0,186,48,1
14,2,0,0,0,180,56,0
18,3,1,0,0,220,39,1
14,3,1,0,0,224,52,1
46,3,0,0,0,214,43,0
18,5,0,0,0,211,27,1
16,5,1,1,0,240,59,1
17,2,0,0,0,212,30,0
15,3,0,1,0,205,48,0
17,1,1,1,0,211,50,0
17,2,0,0,0,255,59,1
15,5,0,0,0,233,72,1
15,3,1,0,0,200,62,0
42,4,1,0,0,227,60,1
138,4,0,0,0,199,32,0
18,2,0,1,0,192,46,1
14,2,1,0,0,212,49,1
16,4,0,0,0,204,64,0
15,3,1,0,0,215,60,1
13,1,1,0,0,175,44,1
56,1,0,1,0,210,36,0
57,4,1,1,0,237,56,1
21,2,0,0,0,213,46,0
15,1,0,0,0,244,51,1
18,5,1,0,0,253,66,0
17,4,0,0,0,237,44,0
15,3,0,0,0,233,60,0
20,3,0,0,0,235,61,1
11,2,0,0,0,247,74,1
15,2,1,0,0,223,68,0
14,2,1,0,0,212,56,0
14,1,0,0,0,200,47,1
16,2,0,0,0,220,48,1
25,3,0,0,0,193,47,0
18,5,0,0,0,222,44,0
90,1,0,0,0,217,47,0
58,2,1,0,0,201,48,0
14,2,1,0,0,254,44,1
41,3,1,0,0,219,48,1
15,4,0,1,1,247,50,1
14,1,1,1,0,197,42,1
15,4,0,0,0,222,51,0
78,1,0,0,0,183,60,0
18,4,1,1,0,236,57,1
10,4,0,1,0,221,48,0
16,1,0,0,0,219,40,1
60,4,1,0,0,226,56,0
11,0,0,0,0,156,49,0
10,1,0,0,0,169,58,0
10,2,0,0,0,206,46,1
16,4,1,0,1,225,64,1
16,2,0,0,0,245,56,1
14,2,0,1,0,221,52,0
18,4,0,0,0,204,34,0
17,1,0,0,0,171,41,0
39,1,0,0,0,207,47,0
18,3,1,0,0,234,60,0
43,1,0,0,0,176,52,0
16,1,0,0,0,195,44,0
17,2,1,0,0,234,44,1
16,2,1,0,0,214,72,1
10,2,0,0,0,230,45,0
13,2,0,0,0,193,48,0
21,4,1,0,0,200,60,0
60,3,0,0,0,230,53,0
16,2,0,0,0,214,52,0
17,5,0,0,0,214,44,0
13,5,0,0,0,237,45,0
16,2,0,0,0,183,60,0
13,1,1,0,0,235,52,1
47,3,0,0,0,233,48,1
17,2,1,1,0,238,58,1
15,2,0,0,0,219,50,1
41,13,0,1,0,225,68,1
19,14,1,0,0,218,67,1
12,2,0,0,0,186,50,0
13,2,0,0,0,192,41,0
30,3,0,0,0,197,52,0
17,3,0,1,0,257,71,1
14,5,1,0,0,237,47,1
18,2,1,0,0,200,52,0
12,2,0,0,0,205,66,0
18,3,1,0,0,218,67,0
10,1,0,0,0,195,40,0
16,4,1,0,0,216,50,0
16,3,0,0,1,246,40,0
13,2,0,1,0,243,55,1
9,4,0,0,0,223,43,0
16,1,1,1,2,224,52,1
16,1,0,0,0,176,52,0
17,1,0,1,0,190,55,0
18,5,1,1,0,238,60,1
17,4,1,0,0,221,55,1
16,4,0,0,0,203,47,0
14,4,1,0,0,215,45,0
19,3,0,0,0,185,36,1
43,3,0,0,0,242,48,0
86,3,0,0,0,241,44,0
38,1,0,1,0,206,59,0
15,0,1,0,0,262,51,1
35,1,1,1,0,248,63,1
39,4,0,0,0,264,43,1
17,4,0,0,0,187,36,0
11,2,0,0,0,222,72,1
16,1,0,0,0,173,60,0
16,3,0,0,0,238,47,1
16,4,0,0,0,257,47,1
18,2,0,0,0,244,64,1
23,1,1,0,0,171,59,1
14,2,1,0,0,267,52,0
16,2,0,0,0,225,51,1
15,3,1,1,0,185,60,1
17,1,0,0,0,238,38,0
14,1,1,0,0,244,56,0
14,5,1,0,0,220,55,0
21,0,0,0,0,187,37,1
14,0,0,0,0,203,43,0
41,5,0,1,0,179,32,0
18,3,0,0,0,207,48,1
38,3,0,0,0,209,47,0
12,3,0,0,0,231,64,0
15,0,0,0,0,183,40,0
17,0,0,0,0,232,42,1
13,0,0,0,0,192,27,0
15,2,0,0,0,214,62,1
18,3,1,1,0,245,41,0
13,3,0,0,0,260,52,1
15,1,0,0,0,214,39,0
17,7,0,0,0,196,52,0
16,4,1,0,0,179,44,1
122,1,1,0,0,211,59,0
16,4,0,1,0,185,41,0
14,2,1,0,0,186,48,0
18,4,0,1,0,239,43,0
14,2,0,0,0,226,68,0
34,5,0,0,0,236,60,1
16,3,1,0,0,221,45,0
14,3,1,0,0,242,43,1
13,2,0,0,0,241,52,0
18,1,1,0,0,192,44,0
16,3,0,0,0,223,44,0
146,5,1,0,0,224,67,1
20,2,0,0,0,222,53,0
15,5,0,0,0,214,41,1
15,1,1,1,0,251,67,1
14,1,1,0,0,240,67,1
16,3,1,1,1,231,70,1
14,4,0,1,0,171,60,1
13,0,0,0,0,214,50,0
18,2,0,0,0,219,44,0
17,3,0,1,0,207,72,0
19,3,1,0,0,180,72,1
10,3,0,0,0,223,48,1
15,2,0,0,0,197,42,1
16,2,1,1,0,234,50,1
15,2,0,0,0,181,52,0
18,0,0,0,0,205,47,0
22,4,1,0,0,195,28,0
13,3,1,0,0,203,55,0
14,4,0,0,0,171,40,0
13,5,0,0,0,239,41,0
17,24,1,0,0,207,38,1
12,2,1,0,0,242,44,1
16,2,0,0,0,233,44,0
15,4,0,0,0,202,51,0
12,1,1,1,0,179,48,0
17,6,0,0,1,234,39,1
41,2,0,1,1,224,53,0
13,2,1,0,0,195,40,0
60,4,0,0,0,199,59,1
32,4,0,0,0,159,47,1
18,5,0,0,0,211,50,0
15,3,1,0,0,201,36,1
12,7,0,0,0,232,33,1
15,3,0,0,0,233,55,1
35,3,0,0,0,182,56,0
11,1,0,0,0,225,44,0
16,3,0,0,0,195,56,0
13,1,1,0,0,226,40,1
17,4,1,1,0,253,47,1
16,5,0,0,0,212,50,0
13,3,1,0,0,244,54,1
15,2,0,0,0,219,40,0
14,1,0,0,0,218,48,0
12,1,0,0,0,202,50,0
13,3,0,0,0,228,44,0
17,1,0,0,0,222,47,0
16,1,0,0,0,247,71,0
26,4,0,0,0,241,43,1
15,2,0,1,0,218,47,1
14,3,0,0,0,242,51,0
13,3,0,0,0,211,47,0
15,4,0,0,0,236,52,0
17,2,0,0,0,180,45,0
19,1,1,0,0,220,34,1
14,1,0,1,1,248,56,1
11,1,0,0,0,174,40,0
13,4,1,0,1,200,41,0
15,2,1,0,0,179,52,1
9,3,0,0,0,208,36,0
23,2,0,0,0,209,60,1
13,1,0,0,0,177,43,0
20,2,0,0,0,198,53,1
16,2,1,0,0,215,52,1
11,5,0,0,0,208,20,0
21,0,0,0,0,175,83,0
19,0,0,0,0,225,45,1
34,3,0,1,0,232,56,1
14,3,0,0,0,239,75,1
21,7,0,0,0,245,38,0
18,1,0,0,0,205,46,1
15,1,0,1,0,173,64,1
16,2,0,0,0,242,54,0
15,2,1,0,0,226,60,0
8,2,1,0,0,235,51,0
13,5,0,0,0,223,35,0
39,4,0,0,0,195,55,1
16,4,0,0,0,175,41,0
33,1,0,0,0,221,40,0
14,2,0,0,0,200,47,0
19,4,1,0,0,194,48,1
15,4,0,1,0,219,60,0
25,1,0,0,0,223,60,0
58,1,1,0,0,248,67,1
12,5,0,0,0,202,48,0
12,1,0,0,0,200,49,0
15,2,1,0,0,229,48,0
93,4,0,1,0,218,52,0
16,3,1,0,0,226,47,1
15,3,1,0,0,218,48,0
12,1,0,1,1,190,61,1
15,5,0,0,0,203,48,0
21,8,0,0,0,210,46,0
40,1,0,0,0,242,60,1
12,6,0,0,0,222,47,0
18,4,0,0,0,237,36,0
16,6,0,1,0,216,47,1
14,2,0,0,0,193,42,0
13,2,0,0,0,208,54,1
16,6,1,0,0,256,32,1
13,3,1,0,0,208,42,1
17,2,0,0,0,237,40,0
13,1,0,0,0,228,52,0
17,1,1,0,0,227,32,1
20,1,0,0,0,166,52,0
12,2,1,0,0,216,53,1
20,4,1,1,0,224,44,1
15,4,0,0,0,232,48,1
14,2,0,0,0,225,30,0
14,1,1,0,0,210,40,1
17,2,0,0,0,191,52,1
17,2,1,0,0,222,44,1
16,2,0,0,0,194,44,0
16,5,0,1,0,233,52,1
17,5,1,1,0,235,32,1
36,6,0,0,0,202,52,0
40,4,0,0,0,199,35,0
18,2,1,0,0,248,50,1
17,2,0,1,0,228,40,1
8,3,0,0,0,240,51,0
17,2,1,0,0,187,56,0
22,3,1,0,0,224,49,1
15,0,1,0,0,205,50,1
89,2,0,1,1,250,56,0
26,5,0,0,0,218,60,1
18,4,0,0,0,188,48,0
15,3,0,0,1,229,52,0
21,6,0,0,0,244,48,1
49,2,0,0,0,191,41,0
19,5,0,1,0,208,44,0
16,2,0,0,0,208,40,0
35,2,1,0,0,225,52,1
15,6,1,1,0,217,52,0
15,2,0,1,0,225,80,1
16,2,0,0,0,206,52,1
13,2,0,0,0,231,72,1
15,3,0,0,0,203,49,0
47,1,1,1,1,230,48,1
13,4,1,0,0,225,56,0
15,4,1,0,0,257,47,1
15,3,1,1,0,222,75,1
21,1,1,1,0,224,46,0
15,5,0,0,0,225,49,0
16,3,0,0,0,235,50,1
15,1,0,0,0,252,48,0
16,2,1,1,1,257,56,1
22,3,1,0,0,244,36,0
15,2,0,0,0,230,46,0
41,2,0,0,0,238,56,0
18,2,1,0,0,220,63,1
30,6,0,1,0,237,56,1
19,3,0,0,0,239,40,1
15,1,0,0,1,183,43,1
16,4,0,1,0,245,55,0
14,2,1,1,0,230,51,0
22,1,0,1,0,229,52,1
29,5,0,0,0,231,35,0
25,4,0,0,0,228,41,1
68,3,1,0,0,237,48,0
14,3,1,0,0,146,52,0
16,7,0,1,0,269,56,1
19,4,0,0,0,210,39,1
57,4,0,0,0,212,79,0
16,1,0,0,0,229,48,0
18,1,0,0,0,200,40,1
18,3,0,0,0,191,48,0
17,1,1,0,0,256,48,1
21,6,0,0,0,223,48,1
19,3,1,0,0,232,40,1
18,3,0,0,0,200,48,0
15,2,0,0,0,238,72,1
12,3,1,0,0,247,48,0
19,4,1,1,0,239,58,0
16,3,1,0,2,230,58,1
18,2,0,0,0,251,46,0
27,5,1,1,1,221,42,1
32,3,0,0,0,212,53,0
16,3,0,0,0,231,44,0
16,2,0,0,0,237,47,0
14,1,0,0,0,241,59,0
12,4,0,0,0,206,50,0
15,2,0,0,0,211,35,1
12,3,1,0,0,224,48,1
16,2,0,0,0,184,57,0
36,4,1,1,0,252,72,0
15,2,1,0,0,208,45,1
14,2,0,0,0,198,47,0
12,2,0,0,0,212,59,1
13,3,0,0,0,246,50,1
16,3,0,0,0,251,42,0
10,2,0,0,0,227,41,1
13,2,0,0,0,199,36,0
18,4,0,0,0,210,60,1
38,1,0,0,0,214,48,1
38,4,0,0,0,219,61,1
18,3,0,0,0,251,52,0
18,3,1,1,0,209,44,1
14,1,0,0,0,204,47,0
20,3,0,0,0,223,56,0
24,8,0,0,0,238,61,1
18,6,1,0,0,242,56,0
15,4,1,0,0,208,59,0
23,3,0,0,0,197,40,0
16,4,0,0,0,219,39,0
12,1,1,0,0,252,51,1
45,6,0,0,0,247,60,1
10,3,0,0,0,228,54,1
16,2,1,0,0,227,76,1
16,1,0,0,0,214,64,1
19,5,1,0,0,211,44,1
16,3,0,0,0,202,44,0
10,0,0,0,0,221,48,0
108,2,0,0,0,208,60,0
14,1,0,0,0,224,68,0
148,3,0,0,0,192,52,0
9,4,0,0,0,186,63,1
59,2,0,0,0,221,52,1
86,3,0,0,0,215,50,1
19,5,1,0,0,243,44,1
13,4,1,0,0,222,72,0
9,2,0,0,0,168,36,0
19,3,0,0,0,196,48,1
70,11,0,1,0,202,47,0
14,2,0,0,0,237,72,0
20,5,0,0,0,232,58,1
33,3,1,0,0,260,60,0
11,6,1,0,0,251,64,0
26,2,0,0,0,222,62,1
15,4,0,0,0,210,49,0
13,1,1,0,0,176,39,0
20,5,1,0,0,213,51,0
13,1,1,1,0,249,64,0
15,0,0,1,0,256,63,1
16,3,0,0,0,231,43,1
17,2,0,0,0,183,50,0
23,1,0,0,0,207,40,0
34,3,0,0,0,181,68,1
19,3,0,0,0,255,50,1
15,2,1,0,0,226,61,0
17,4,0,1,0,199,53,0
16,2,0,0,0,221,21,1
16,3,0,0,0,191,59,0
17,2,1,0,0,200,56,0
53,3,0,0,0,235,64,1
33,4,0,0,0,182,49,0
11,5,0,0,0,219,49,1
20,13,0,0,0,207,36,0
146,3,0,0,0,205,65,0
17,1,0,0,0,237,51,1
20,3,0,0,0,203,59,1
39,1,0,0,0,207,34,0
15,4,1,0,0,226,59,1
30,4,0,0,0,196,28,0
18,3,0,0,0,233,49,0
17,6,1,0,0,235,60,1
16,8,0,0,0,213,37,0
46,2,1,1,0,212,71,1
19,10,0,0,0,239,36,1
14,1,1,1,0,230,56,0
58,2,1,1,0,204,52,0
21,4,1,0,0,243,45,1
16,4,0,0,0,204,43,0
17,1,1,1,0,177,56,1
38,3,0,0,0,264,64,1
11,0,0,0,0,194,66,0
15,7,0,0,0,183,37,0
57,4,0,0,2,237,56,1
21,4,1,0,0,242,42,1
42,6,0,1,1,240,53,1
23,7,0,0,0,236,61,0
43,3,0,0,0,230,64,1
16,3,0,0,0,211,49,0
15,5,0,1,0,186,40,1
18,1,0,0,0,221,36,1
15,18,1,0,0,242,52,1
16,1,0,0,0,205,52,0
15,0,0,0,0,152,36,0
89,4,1,0,0,211,49,1
18,1,1,0,0,198,71,0
16,1,0,1,0,222,64,1
18,3,0,0,0,230,35,0
16,0,1,0,0,207,32,0
16,1,0,1,0,174,48,0
14,2,0,0,0,221,57,0
20,6,0,0,0,219,46,1
21,0,1,0,0,161,42,1
15,1,0,0,0,195,64,0
15,5,0,0,0,250,60,1
15,4,1,0,0,221,51,0
16,2,1,0,0,212,64,1
15,1,0,1,0,168,57,1
44,1,0,1,0,211,54,1
16,3,0,0,0,216,52,1
16,2,0,0,0,220,52,0
12,1,0,1,0,200,59,1
16,1,0,1,0,219,29,1
12,3,0,1,0,180,44,0
13,1,1,0,0,210,48,0
16,2,1,0,0,223,51,0
14,3,0,0,0,234,53,0
11,7,1,0,0,244,58,1
13,0,1,1,0,231,49,0
20,6,1,0,1,229,48,1
16,2,1,0,0,233,52,1
15,2,0,0,0,242,39,0
15,0,0,0,0,222,36,0
20,0,0,0,0,236,32,1
20,4,1,0,0,251,56,0
17,4,0,0,0,209,44,0
19,4,1,0,0,197,48,1
16,1,1,0,0,171,55,1
22,0,1,0,0,227,44,1
18,3,0,0,0,259,48,1
44,1,1,0,0,209,37,1
11,1,1,0,0,214,47,0
16,5,0,0,0,174,54,0
21,2,1,1,0,246,44,1
16,3,0,1,0,250,48,0
36,1,0,1,0,220,65,1
16,3,0,0,0,244,40,0
18,1,0,0,0,185,43,0
14,0,0,0,0,229,56,1
16,3,1,0,0,204,44,0
13,1,1,0,0,207,56,0
17,3,1,0,0,210,68,0
15,3,1,0,0,210,53,1
13,1,1,0,0,203,45,0
16,4,0,0,0,165,46,0
12,2,1,1,0,249,56,1
18,2,0,0,0,225,48,0
57,2,0,1,0,207,64,1
8,1,0,0,0,197,52,0
37,1,0,0,0,162,71,1
14,1,0,0,0,172,43,0
15,5,0,0,0,217,38,1
15,2,0,0,0,212,67,0
13,0,0,1,0,215,63,0
18,3,1,0,0,208,51,0
18,3,1,0,0,211,59,1
11,0,0,0,0,195,48,0
20,12,0,0,0,215,60,1
16,4,1,0,0,174,50,0
14,4,0,0,1,219,45,1
51,3,0,0,0,157,40,0
18,4,1,1,0,236,67,1
12,5,1,0,0,250,56,1
15,2,1,1,0,202,58,0
15,2,0,0,0,210,64,0
20,4,0,0,0,217,55,1
43,3,0,0,0,222,48,0
14,3,0,0,0,232,48,1
18,1,0,1,0,186,51,1
35,4,1,1,0,208,41,1
15,5,0,1,0,202,41,0
9,3,1,0,0,211,59,0
10,0,1,1,3,223,52,1
38,0,1,1,0,229,56,0
18,1,1,0,0,247,44,0
59,1,0,1,0,225,58,1
13,1,1,0,0,178,46,0
15,0,0,0,1,207,39,0
15,6,1,0,0,188,40,0
18,2,0,0,0,173,38,1
14,3,0,0,0,196,39,0
28,1,0,0,0,179,55,0
14,0,0,0,0,151,44,0
15,6,0,0,0,209,39,0
18,2,0,0,0,222,60,0
15,2,0,0,0,195,39,1
23,2,0,0,0,249,54,1
16,2,0,0,0,207,51,0
16,2,0,0,0,225,50,1
18,6,1,0,0,165,38,1
16,2,0,0,0,200,54,0
14,4,0,0,0,232,47,0
39,1,0,0,0,201,53,0
18,4,0,0,1,202,72,1
12,5,0,0,0,209,51,1
36,3,0,0,0,259,74,1
16,3,0,0,1,198,52,1
14,2,1,0,0,205,47,1
15,1,0,0,0,234,65,1
15,2,1,0,0,211,45,1
20,5,0,0,0,232,64,0
9,8,1,0,0,198,39,0
14,1,0,0,0,228,44,1
17,0,0,0,0,162,44,0
21,6,0,0,1,210,44,0
16,3,0,0,0,225,38,0
46,6,1,0,0,229,59,1
16,1,0,0,0,205,55,0
15,2,0,0,0,260,44,1
17,4,0,0,0,239,56,1
17,3,1,1,0,200,62,1
15,7,0,1,0,234,56,1
16,2,0,0,0,236,52,0
17,1,0,1,0,217,61,0
19,6,0,0,0,196,47,0
16,2,1,0,0,224,56,0
35,4,0,0,0,179,62,1
14,2,0,0,0,221,29,0
14,4,1,1,0,223,50,1
16,3,0,0,0,248,48,1
21,6,0,0,0,221,58,0
16,0,0,0,0,232,52,1
11,0,1,0,0,202,39,0
20,1,1,0,0,233,59,1
18,4,1,0,0,233,46,1
16,4,0,1,0,189,47,0
19,4,0,1,0,224,56,0
14,3,1,0,0,193,56,1
14,0,1,0,0,210,44,0
15,5,0,0,0,199,56,0
38,4,0,1,0,223,58,0
